T1,ET,T2,T3,RTT,RTF,Cost,BytesUp1,BytesDown1,BytesDown2,BytesPerSecUp1,BytesPerSecDown1,BytesPerSecDown2,T4,CL,FRTT,FCL,Pipeline,Application,Device
.511373000,33.934685237,3.428285433,.551532000,34.997590237,5.1101643651,.0000754096,215620,3716,NA,421649.1680241232,6737.5963679351,NA,NA,1.062905000,34.997590237,1.062905000,Edge-Only,PocketSphinx,192.168.1.224
.502833000,20.251620791,3.391400951,.532880000,21.287333791,4.4437634173,.0000450031,148876,3700,NA,296074.4422104356,6943.4018916078,NA,NA,1.035713000,21.287333791,1.035713000,Edge-Only,PocketSphinx,192.168.1.224
.545663000,30.655418641,3.378197621,.541693000,31.742774641,4.6163453953,.0000681224,215620,3708,NA,395152.3192886451,6845.2056792315,NA,NA,1.087356000,31.742774641,1.087356000,Edge-Only,PocketSphinx,192.168.1.224
.587405000,33.851701980,3.376063986,.568469000,35.007575980,5.0976680628,.0000752252,215620,3716,NA,367072.1223006273,6536.8560114975,NA,NA,1.155874000,35.007575980,1.155874000,Edge-Only,PocketSphinx,192.168.1.224
.999966000,20.382190693,3.416769444,.493691000,21.875847693,4.4724140503,.0000452933,148876,3700,NA,148881.0619561065,7494.5664393314,NA,NA,1.493657000,21.875847693,1.493657000,Edge-Only,PocketSphinx,192.168.1.224
.593286000,30.472379907,3.373856446,.508392000,31.574057907,4.5887819154,.0000677157,215620,3708,NA,363433.4873905671,7293.5844781192,NA,NA,1.101678000,31.574057907,1.101678000,Edge-Only,PocketSphinx,192.168.1.224
.603776000,33.558811411,3.387434152,.457833000,34.620420411,5.0535621889,.0000745743,215620,3716,NA,357119.1965232139,8116.4966264991,NA,NA,1.061609000,34.620420411,1.061609000,Edge-Only,PocketSphinx,192.168.1.224
.532822000,20.245343263,3.375835555,.581100000,21.359265263,4.4423859548,.0000449892,148876,3700,NA,279410.3847063372,6367.2345551540,NA,NA,1.113922000,21.359265263,1.113922000,Edge-Only,PocketSphinx,192.168.1.224
.554901000,31.029765864,3.369051210,.509301000,32.093967864,4.6727176830,.0000689543,215620,3708,NA,388573.8176719811,7280.5668946261,NA,NA,1.064202000,32.093967864,1.064202000,Edge-Only,PocketSphinx,192.168.1.224
.524962000,33.843177565,3.380614340,.565016000,34.933155565,5.0963843862,.0000752063,215620,3716,NA,410734.4912584148,6576.8049046398,NA,NA,1.089978000,34.933155565,1.089978000,Edge-Only,PocketSphinx,192.168.1.224
.609306000,20.306210483,3.410125521,.533792000,21.449308483,4.4557418994,.0000451244,148876,3700,NA,244336.9997997721,6931.5388765661,NA,NA,1.143098000,21.449308483,1.143098000,Edge-Only,PocketSphinx,192.168.1.224
.457263000,30.541506931,3.371089018,.538759000,31.537528931,4.5991916319,.0000678693,215620,3708,NA,471544.8221264348,6882.4836336840,NA,NA,.996022000,31.537528931,.996022000,Edge-Only,PocketSphinx,192.168.1.224
